"3","3233","SALTILLO","Blvd. Nazario Ortiz Garza No. 1295",,"S/N","COAHUILA","SALTILLO","25270","01 844 288 61 00",,,,,,,"L"
"3","2935","LINDA VISTA","Av. Miguel Aleman No. 5301",,"AMERICA","NUEVO LEON","GUADALUPE","67130","01 81 288 12 200",,,,,,,
"3","2936","SENDEROS","Ave. Senderos No. 801",,"PRIVADAS DE ANAHUA DEL SECTOR FRANCES","NUEVO LEON","ESCOBEDO","66059","01 81 288 18 700",,,,,,,
"3","3227","CUMBRES","Avenida Paseo de los Leones No. 1261",,"ENTRE HACIENDA PENUELAS Y AVENIDA PEDRO INFANTE","NUEVO LEON","MONTERREY","64619","01 81 12 53 68 00",,,,,,,
"3","3265","ESTANZAUELA","Carretera Nacional y Calle la Estanzuela No. 7877",,"ESTANZUELA","NUEVO LEON","MONTERREY","64998","01 81 87 48 33 50",,,,,,,
"3","3267","ESCOBEDO","Av. Raul Salinas Lozano No. 3300",,"FRACCIONAMIENTO GIRASOLES 2do SECTOR","NUEVO LEON","ESCOBEDO","66050","01 81 80 46 90 00",,,,,,,
"3","3236","CULIACAN","Boulevard José Limón # 931",,"Humaya","SINALOA","CULIACAN","80020","01 667 500 71 00",,,,,,,
"3","3235","HERMOSILLO","Paseo Río Sonora # 43",,"Proyecto Rio Sonora","SONORA","HERMOSILLO ","83270","01 662 500 20 00",,,,,,,
"3","3255","CHIHUAHUA","Avenida de la Juventud 2718",,"Fraccionamiento Hacienda Santa Fe","CHIHUAHUA","CHIHUAHUA","31215","01 614 380 82 00",,,,,,,
