2,1465,"Tepatitlan",,,,,"Jalisco",,378,7153583,7153883,7154169,7154633,,,
2,1555,"Parque Solidaridad",,,,,"Jalisco",,33,36053499,36054764,36055550,36055885,,,
2,1588,"San Gaspar",,,,,"Jalisco",,33,36077374,36077474,36077509,36077534,,,
2,1633,"Matatlán",,,,,"Jalisco",,33,36023017,36023078,36025731,,,,
2,1661,"Pénjamo",,,,,"Guanajuato",,469,6950212,6922583,6923004,,,,
2,3789,"Revolución",,,,,"Jalisco",,33,36590097,36590829,36591611,,,,
2,3890,"La Piedad",,,,,"Michoacan",,352,5261652,5266292,5266291,,,,
2,1122,"Capilla De Guadalupe",,,,,"Jalisco",,378,7121872,7122357,7122418,,,,
2,1154,"Arandas",,,,,"Jalisco",,348,7848790,7848791,7848792,,,,
2,1163,"Atotonilco",,,,,"Jalisco",,391,9176053,9176054,9176057,,,,
2,3088,"Yurécuaro",,,,,"Michoacan",,356,5681005,5686050,5681002,5681067,,,
2,4083,"San Miguel  El Alto",,,,,"Jalisco",,347,7882038,7882068,7882207,7882604,,,
2,4179,"Zapotlanejo",,,,,"Jalisco",,373,7342094,7341413,7342105,,,,
2,1019,"San Pedrito",,,,,"Jalisco",,33,10297880,10298331,10298369,,,,
2,1073,"Ocotlán",,,,,"Jalisco",,392,9231430,9231431,9231432,,,,
2,1087,"Sahuayo",,,,,"Michoacan",,353,5318739,5318740,5318741,,,,
2,2953,"El Verde",,,,,"Jalisco",,33,36971971,36971974,36971738,36971859,,,
2,3042,"Santa Paula",,,,,"Jalisco",,33,11872002,11872005,11872011,,,,
2,3143,"Los Agaves",,,,,"Jalisco",,33,12244405,12244406,12244407,,,,
2,3238,"Las Azucenas",,,,,"Jalisco",,33,36889020,36883200,36883636,,,,
2,3930,"Las Pintas",,,,,"Jalisco",,33,31647174,31647176,31647175,,,,
2,5844,"Zamora",,,,,"Michoacan",,351,5601209,5601172,5601173,,,,
2,1191,"Los Reyes Salgado",,,,,"Michoacan",,354,5428629,5428630,5428631,,,,
2,1243,"Peribán De Ramos",,,,,"Michoacan",,354,5512398,5512920,5512919,,,,
2,1614,"Jamay",,,,,"Jalisco",,392,9242477,9242485,9242494,,,,
2,1715,"Juan De La Barrera",,,,,"Jalisco",,33,36063943,36064024,36064095,,,,
2,2244,"La Barca",,,,,"Jalisco",,393,9354562,9354567,9354705,,,,
2,2510,"Tizapán",,,,,"Jalisco",,376,7682200,7681619,7680713,,,,
2,2955,"Tangancícuaro",,,,,"Michoacan",,355,5533814,5535247,5535375,,,,
2,4093,"Jocotepec",,,,,"Jalisco",,387,7630333,7630339,7630587,,,,
2,1051,"Las Brisas",,,,,"Nayarit",,311,2180793,2189870,2189872,2189874,,,
2,2111,"Aguamilpa",,,,,"Nayarit",,311,1813349,1813350,1813351,1813352,,,
2,2112,"Av. México Ii",,,,,"Nayarit",,311,2173228,2121627,2125443,,,,
2,1409,"Ixtapa",,,,,"Jalisco",,322,2816015,2816008,2813954,2816228,,,
2,1863,"Xalisco",,,,,"Nayarit",,311,2230821,2230833,2230984,,,,
2,2061,"Ixtlán Del Río",,,,,"Nayarit",,324,2435809,2435810,2435811,2435812,,,
2,3549,"San Vicente Las Palmas",,,,,"Nayarit",,329,2988151,2988120,2988197,,,,
2,3550,"San José Del Valle",,,,,"Nayarit",,329,2987710,2987718,2987721,,,,
2,3712,"Tecuala",,,,,"Nayarit",,389,2531580,2531561,2531568,,,,
2,4101,"Acaponeta",,,,,"Nayarit",,325,2522213,,,,,,
2,4115,"Santiago Ixcuintla",,,,,"Nayarit",,323,2353133,2353193,2353272,2353519,,,
2,5667,"Compostela",,,,,"Nayarit",,327,2773622,2773594,,,,,
2,5668,"Tuxpan Nayarit",,,,,"Nayarit",,319,2323795,2332839,,,,,
2,5674,"Escuinapa",,,,,"Sinaloa",,695,9533829,9534716,,,,,
2,1006,"Hospital Gral.",,,,,"Sinaloa",,668,8242971,8243172,8243242,,,,
2,1049,"Estadio",,,,,"Sinaloa",,667,7126396,7126237,7126242,,,,
2,1471,"Navolato",,,,,"Sinaloa",,672,7211240,7211241,7211242,7211243,,,
2,1660,"Guamúchil",,,,,"Sinaloa",,673,7321812,7322241,7323396,7323893,,,
2,1824,"Los Cabos",,,,,"Baja California Sur",,624,1466519,1733389,1733636,1733695,,,
2,2000,"Mazatlán",,,,,"Sinaloa",,669,9403296,9403297,9403298,,,,
2,2996,"Salida A Sanalona",,,,,"Sinaloa",,667,7622446,7622602,,,,,
2,3102,"Cd. Constitución",,,,,"Baja California Sur",,613,1327417,1322602,1324481,1324680,,,
2,3119,"Camino Real",,,,,"Baja California Sur",,612,1143330,1143331,1143351,,,,
2,3401,"Central De Abastos",,,,,"Sinaloa",,667,7496594,7496762,7496759,7496793,,,
