1,104,"San Joaquín","Av. Periférico Carlos Pellicer Y Av. Reforma","S/n","18 De Marzo","Villahermosa","Tabasco",86140,19933800361,19933800362,,19933800393,,,,"Soriana"
1,105,"Oaxaca","Ave. Jorge L. Tamayo Castillejo Y Ave. Universidad",500,"Ex-hacienda Candiani","Oaxaca","Oaxaca",68000,19515060001,19515060003,19515060004,,,,,"Soriana"
1,106,"Maravillas","Blvd. Juan Alonso De Torres",3702,"Fraccionamiento San Cayetano De Medina","León","Guanajuato",37235,14777803031,14777803032,14777803033,14777803029,,,,"Soriana"
1,107,"Manzanillo","Blvd. Miguel De La Madrid Y Paseo De Las Gaviotas",1580,"Valle De Las Garzas","Manzanillo","Colima",28869,13143339053,13143340571,,13143340185,,,,"Soriana"
1,108,"Mochis","Av. Independencia Entre Prol. Veracruz Y Zacatecas",1949,"Rubén Jaramillo","Los Mochis","Sinaloa",81230,16688126144,16688127622,,,,,,"Soriana"
1,109,"Laguneta","Prol. González Y Av. Leyes De Reforma",2035,"Parque Industrial","Matamoros","Tamaulipas",87479,18688126203,18688126204,18688126206,18688126207,,,,"Soriana"
1,110,"Canek","Ave. Jacinto Canek Y Calle 128",277,"Fracc. Yucal Peten","Mérida","Yucatán",97248,19999457530,19999457531,19999457532,,,,,"Soriana"
1,111,"Huinalá","Carretera A Huinalá Y Av.teléfonos",1300,"Hacienda De Huinalá","Apodaca","Nuevo León",66648,18183299000,"Ext5111119","Ext5111126/127","Ext5111111",,,,"Soriana"
1,112,"Progreso","Blvd. Progreso Y Blvd. Solidaridad",663,"Solidaridad","Hermosillo","Sonora",83117,16622645805,16622645806,,,,,,"Soriana"
1,113,"Cimatario","Carretera A Huimilpam",1001,"Plaza Del Sol 3era. Sección","Querétaro","Queretaro",76040,14422229573,14422229557,14422229554,,,,,"Soriana"
1,114,"Poliforum","Blvd. ángel Albino Corso Y Blvd. Andrés Serra Rojas",250,"El Retiro","Tuxtla Gutiérrez","Chiapas",29040,19616141911,19616142574,,,,,,"Soriana"
1,115,"Triana","Blvd. Rodríguez Triana Entre Calle Vasconcelos Y Clzda. División Del Norte",950,"Las Misiones","Torreón","Coahuila",27276,18717311319,18717311666,18717311554,,,,,"Soriana"
1,116,"Sendero Escobedo","Av. Sendero Norte Y Prol. Alfonso Reyes","S/n","Bella Vista","Escobedo","Nuevo León",66428,18183299000,"Ext5116126/127",,"Ext5116111",,,,"Soriana"
1,117,"La Paz","Blvd. Forjadores De Sudcalifornia Esq. Av. Luis Donaldo Colosio","S/n","Ex Base Aérea","La Paz","Baja California Sur",23000,16121214771,16121214772,16121214773,,,,,"Soriana"
1,118,"San Juan Del Río","Av. Moctezuma Y Mercedes Camacho",268,"San Cayetano","San Juan Del Río","Queretaro",76807,14272642008,14272642009,,14272642009,,,,"Soriana"
1,119,"Colosio","Av. Luis Donaldo Colosio Y Pioneros De Rochadale.",610,"Provivienda","Sta. Catarina","Nuevo León",66360,18183299000,"Ext5119119","Ext5119126/127","Ext5119111",,,,"Soriana"
1,120,"Cd. Del Carmen","Ave. Aviación","S/n","Aviación","Cd. Del Carmen","Campeche",24190,19383813295,19383813311,19383813312,,,,,"Soriana"
1,121,"Echeverría","Blvd. Luis Echeverría",630,,"Saltillo","Coahuila",25025,18444105919,18444105621,18444105701,18444111202,,,,"Soriana"
1,122,"Minatitlán","Blvd. ávila Camacho Entre Lázaro Cárdenas Y Estadio De Beisbol",91,"Cuauhtémoc","Minatitlán","Veracruz",96880,19222218841,19222218842,19222218843,19222218845,,,,"Soriana"
1,123,"Salamanca","Av. Obregón Sur Cruz C/ Domingo Lizarde.","S/n","El Edén","Salamanca","Guanajuato",36780,14646417217,14646417221,14646417222,,,,,"Mercadosoriana"
1,124,"Navojoa","Carretera Los Mochis - Navojoa","S/n","Juarez","Navojoa","Sonora",85870,16424211710,16424212831,,,,,,"Mercadosoriana"
1,125,"Barancos","Alma Schillerde De Z Y Av. Benjamín Hill",5720,"Infonavit Barrancos","Culiacan","Sinaloa",80190,16677109341,16677109343,16677109344,,,,,"Soriana"
1,126,"Cancún","Av. Andrés Quintana Roo Y Av. Kabah","S/n","Kabah","Cancún","Quintana Roo",77500,19981931480,,,,,,,"Soriana"
1,127,"Los Cabos","Carretera Todos Los Santos Y Calle Guajitos","S/n","Brisas Del Pacífico","Los Cabos","Baja California Sur",23473,16241051290,16241051291,16241051292,,,,,"Soriana"
1,128,"Bosques","Ave. Xonacatepec Y Ave. Puebla",178,"Bosques De San Sebastian","Puebla","Puebla",72310,12222187214,12222187215,12222187216,,,,,"Mercadosoriana"
1,129,"Santa Rosa","Carretera Tepic - Culiacán Y Ave. Santa Rosa","S/n",,"Mazatlán","Sinaloa",82165,16699404446,16699404447,16699404448,,,,,"Soriana"
1,130,"Guaymas","Blvd. Benito Juaréz Y Calle Guadalupe","S/n",,"Guaymas","Sonora",85440,16222224022,16222224036,16222224096,,,,,"Mercadosoriana"
1,131,"Sendero Las Torres","Av. Las Torres",2111,"Valle De Bravo","Cd. Juárez","Chihuahua",32574,16566906720,16566906722,16566906731,,,,,"Soriana"
1,132,"Topo Chico","C. Bartolomé Mitre Y Ave. La Esperanza","S/n","Libertadores De América","Monterrey","Nuevo León",64215,18183299000,"Ext5132119","Ext5132126/127","Ext5132111",,,,"Soriana"
1,133,"San Jerónimo","C. José Garza Ramírez Y Rogelio Cantú Gómez","S/n","San Jerónimo","Monterrey","Nuevo León",64630,18183299000,"Ext5133119","Ext5133126/127","Ext5133111",,,,"Soriana"
1,134,"Cárdenas","Periférico Carlosmolina Y Av. Framboyanes",589,"Ranchería Paso Y Plaza Cárdenas","Cárdenas","Tabasco",86540,19373227504,19373227506,19373227507,"Ext5134119120",,,,"Mercadosoriana"
1,135,"Comalcalco","Carr. Federal A Paraíso Y Calle Guillermo Prieto",402,"López Mateos","Comalcalco","Tabasco",86630,19333349808,19333349809,19333349810,19333349811,,,,"Mercadosoriana"
1,136,"Tutelar","Blvd. Del Minero Entre Oaxaca Y Guadalajara",602,"Venustiano Carranza","Pachuca","Hidalgo",42030,17711071491,17711071492,17711071493,"Ext5136111",,,,"Mercadosoriana"
1,137,"Tula","Blvd. Tula-iturbe Esq. Calle Tulipanes",118,"Salitre","Tula De Allende","Hidalgo",42800,17731002016,17731002019,17731002020,17731002011,,,,"Mercadosoriana"
1,138,"Tepatitlán","Blvd. Lic. Anacleto González Nte. Esq. Calle Zaragoza",27,"San Miguel","Tepatitlán","Jalisco",47660,13787825971,13787825972,13787825828,"Ext5138126/127",,,,"Mercadosoriana"
1,139,"La Paz","Av. De La Paz",220,"Barrio De Santiago","San Luis Potosí","San Luis Potosí",78000,14448127703,14448124502,14448128855,,,,,"Mercadosoriana"
1,140,"Nogales","Blvd. Luis Donaldo Colosio M. Entre Blvd. El Greco Y Calle Hidra",2700,"Unidad Deportiva","Nogales","Sonora",84065,16313149864,16313149866,16313149867,,,,,"Soriana"
1,141,"Cd. Valles","Carr. México Laredo Esq. Blvd. Antonio Esquer",2200,"Fraccionamiento Lomas Yuejaten","Cd. Valles","San Luis Potosí",79095,14813756403,14813756404,14813756405,,,,,"Mercadosoriana"
1,142,"Parral","Blvd. Niños Héroes Km 1015","S/n","Carretera A Santa Bárbara","Parral","Chihuahua",33840,16275255107,16275255108,16275255109,,,,,"Mercadosoriana"
1,143,"Ocotlán","Av. Fco. Zarco Entre Cd. Victoria Y Sor Juana Inés De La Cruz","S/n","San Vicente","Ocotlán","Jalisco",47850,13929232915,13929232919,13929232955,"Ext5143126127",,,,"Mercadosoriana"
1,144,"Pitillal","Av. Fco. Villa Entre José González Y Río El Pitillal",1642,"Centro Pitillal","Puerto Vallarta","Jalisco",48318,13222930400,13222930432,,"Ext5144126",,,,"Soriana"
1,145,"Orizaba","Ave. Oriente 31 Entre Norte 4 Y Norte 6",263,"Centro","Orizaba","Veracruz",94300,12727215600,12727215601,12727215602,"Ext5145126",,,,"Mercadosoriana"
1,146,"San José Del Cabo","Carretera Transpeninsular Km.34.5 Esq. Con Ave. Las Palmas","S/n","Guaymitas","San José Del Cabo","Baja California Sur",23407,16241426214,16241426228,16241426103,"Ext5146126127",,,,"Soriana"
1,147,"Sendero Periférico","Libramiento Sur Reynosa, Entre Av. De Los Ebanos Y C.hidalgo","S/n","Fracc. Lomas Del Real Jarachina","Reynosa","Tamaulipas",88720,18999468510,18999468511,18999468512,"Ext5147126127",,,,"Soriana"
1,148,"Zamora","Av. Francisco I. Madero Esquina Con Río Bravo",2001,"Río Nuevo","Zamora","Michoacan",59680,13515153269,13515154538,13515157129,"Ext5148126/127",,,,"Mercadosoriana"
1,149,"San Andrés Tuxlta","Carretera Costera Del Golfo",934,"3 De Mayo","San Andrés Tuxtla","Veracruz",95780,12949428088,12949428089,12949428090,"Ext5149126/127",,,,"Mercadosoriana"
1,150,"Chapala","Av. Francisco I. Madero",699,"Las Redes","Chapala","Jalisco",45900,13767652921,13767652147,13767655389,"Ext5150126127",,,,"Mercadosoriana"
1,151,"Matehuala","Gral. Mariano Matamoros Esq. Carretera 57","S/n","Centro","Matehuala","San Luis Potosí",78700,14888829110,14888829111,14888829112,14888829109,,,,"Mercadosoriana"
1,152,"Linares","Hidalgo Pte.",960,"Centro","Linares","Nuevo León",67700,18212144822,18183299000,,"N/a",,,,"Mercadosoriana"
