3,3233,Saltillo,"Blvd. Nazario Ortiz Garza No. 1295",,S/n,Coahuila,Saltillo,25270,"01 844 288 61 00",,,,,,,L
3,2935,"Linda Vista","Av. Miguel Aleman No. 5301",,America,"Nuevo Leon",Guadalupe,67130,"01 81 288 12 200",,,,,,,
3,2936,Senderos,"Ave. Senderos No. 801",,"Privadas De Anahua Del Sector Frances","Nuevo Leon",Escobedo,66059,"01 81 288 18 700",,,,,,,
3,3227,Cumbres,"Avenida Paseo De Los Leones No. 1261",,"Entre Hacienda Penuelas Y Avenida Pedro Infante","Nuevo Leon",Monterrey,64619,"01 81 12 53 68 00",,,,,,,
3,3265,Estanzauela,"Carretera Nacional Y Calle La Estanzuela No. 7877",,Estanzuela,"Nuevo Leon",Monterrey,64998,"01 81 87 48 33 50",,,,,,,
3,3267,Escobedo,"Av. Raul Salinas Lozano No. 3300",,"Fraccionamiento Girasoles 2do Sector","Nuevo Leon",Escobedo,66050,"01 81 80 46 90 00",,,,,,,
3,3236,Culiacan,"Boulevard José Limón # 931",,Humaya,Sinaloa,Culiacan,80020,"01 667 500 71 00",,,,,,,
3,3235,Hermosillo,"Paseo Río Sonora # 43",,"Proyecto Rio Sonora",Sonora,Hermosillo,83270,"01 662 500 20 00",,,,,,,
3,3255,Chihuahua,"Avenida De La Juventud 2718",,"Fraccionamiento Hacienda Santa Fe",Chihuahua,Chihuahua,31215,"01 614 380 82 00",,,,,,,
